code,api_url,name,start_urls,model,id,is_fixed,page,url_xpath,titles_xpath,dates_xpath,authors_xpath,references_xpath,Related to 정리 (Column)
bioeng,/notice/bioeng,생물공학과,http://bioeng.kangwon.ac.kr/index.php?mt=page&mp=6_1_1,Bioeng,BID,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[1]/img",cpage,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a/text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[4]/text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[3]/text()",null,
design,/notice/design,디자인학과,https://design.kangwon.ac.kr/design/bbs_list.php?bbs_data=c3RhcnRQYWdlPTAmY29kZT1zdWIwN2EmdGFibGU9Y3NfYmJzX2RhdGEmc2VhcmNoX2l0ZW09JnNlYXJjaF9vcmRlcj0mdXJsPXN1YjA3YSZrZXl2YWx1ZT1zdWIwNw==||,Design,bbs_data,/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[1]/img,null,/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[2]/a,/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[2]/a/text(),/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[4]/text(),/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[3]/text(),null,https://www.notion.so/id-17deeaec513141969a9934366e4a95e8
kangwonart,/notice/kangwonart,미술학과,http://kangwonart.ac.kr/wp/?page_id=1782,Kangwonart,uid,"//*[@id=""kboard-list""]/div[2]/table/tbody/tr/td[1]/text()",pageid,"//*[@id=""kboard-list""]/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""kboard-list""]/div[2]/table/tbody/tr/td[2]/div/a/text()","//*[@id=""kboard-list""]/div[2]/table/tbody/tr/td[4]/text()","//*[@id=""kboard-list""]/div[2]/table/tbody/tr/td[3]/text()",null,
sport,/notice/sport,스포츠과학과,http://sport.kangwon.ac.kr/board/bbs/board.php?bo_table=board_1,Sport,wr_id,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]/strong",page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a/text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[4]/text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span/text()",null,
vculture,/notice/vculture,영상문화학과,https://vculture.kangwon.ac.kr/vculture/bbs_list.php?bbs_data=c3RhcnRQYWdlPTAmY29kZT1zdWIwN2EmdGFibGU9Y3NfYmJzX2RhdGEmc2VhcmNoX2l0ZW09JnNlYXJjaF9vcmRlcj0mdXJsPXN1YjA3YSZrZXl2YWx1ZT1zdWIwNw==||,Vculture,bbs_data,/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[1]/img,null,/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[2]/a,/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[2]/a/text(),/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[4]/text(),/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[3]/text(),null,https://www.notion.so/id-17deeaec513141969a9934366e4a95e8
educatio,/notice/educatio,사범대학,http://educatio.kangwon.ac.kr/?doc=bbs/board.php&bo_table=gongi,Educatio,wr_id,/html/body/table/tbody/tr/td/table[2]/tbody/tr/td[2]/span/img,page,/html/body/table/tbody/tr/td/table[2]/tbody/tr/td[3]/a,/html/body/table/tbody/tr/td/table[2]/tbody/tr/td[3]/a/span/text(),/html/body/table/tbody/tr/td/table[2]/tbody/tr/td[5]/span/text(),/html/body/table/tbody/tr/td/table[2]/tbody/tr/td[4]/span/span/span/span/text(),null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
homecs,/notice/homecs,가정교육과,http://homecs.kangwon.ac.kr/bbs/zboard.php?id=bbs31,Homecs,no,/html/body/div/table[1]/tbody/tr/td[2]/table/tbody/tr/td[3]/table[3]/tbody/tr/td/div/table[2]/tbody/tr/td/table[1]/tbody/tr/td[1]/text(),page,/html/body/div/table[1]/tbody/tr/td[2]/table/tbody/tr/td[3]/table[3]/tbody/tr/td/div/table[2]/tbody/tr/td/table[1]/tbody/tr/td[2]/a,/html/body/div/table[1]/tbody/tr/td[2]/table/tbody/tr/td[3]/table[3]/tbody/tr/td/div/table[2]/tbody/tr/td/table[1]/tbody/tr/td[2]/a/text(),/html/body/div/table[1]/tbody/tr/td[2]/table/tbody/tr/td[3]/table[3]/tbody/tr/td/div/table[2]/tbody/tr/td/table[1]/tbody/tr/td[4]/span/text(),/html/body/div/table[1]/tbody/tr/td[2]/table/tbody/tr/td[3]/table[3]/tbody/tr/td/div/table[2]/tbody/tr/td/table[1]/tbody/tr/td[3]/nobr/b/span/text(),null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
sciedu,/notice/sciedu,과학교육학과,http://sciedu.kangwon.ac.kr/new/bbs/board.php?bo_table=notice,Sciedu,wr_id,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[1]/img,page,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a/span/text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[4]/text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[3]/span/text(),null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
edu,/notice/edu,교육학과,http://edu.kangwon.ac.kr/new/bbs/board.php?bo_table=sub04_02,Edu,wr_id,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[1]/img,page,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[3]/nobr/a,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[3]/nobr/a/span/text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[5]/text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[4]/span/text(),null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
koredu,/notice/koredu,국어교육과,http://koredu.kangwon.ac.kr/sub05_01.php,Koredu,null,/html/body/table/tbody/tr[1]/td[1]/strong/font,null,/html/body/table/tbody/tr[1]/td[3]/a[2],/html/body/table/tbody/tr[1]/td[3]/a[2]/text(),/html/body/table/tbody/tr[1]/td[7]/text(),/html/body/table/tbody/tr[1]/td[5]/b/a/text(),null,"https://www.notion.so/49f0de45f5f147bdab58e2565523dfa8, https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275"
mathedu,/notice/mathedu,수학교육과,http://mathedu.kangwon.ac.kr/main.php?mt=page&mp=3_1,Mathedu,BID,"//*[@id=""oxbbsList""]/table/tbody/tr/td[1]/img",cpage,"//*[@id=""oxbbsList""]/table/tbody/tr/td[2]/a","//*[@id=""oxbbsList""]/table/tbody/tr/td[2]/a/text()","//*[@id=""oxbbsList""]/table/tbody/tr/td[4]/text()","//*[@id=""oxbbsList""]/table/tbody/tr/td[3]/text()",null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
history,/notice/history,역사교육과,http://history.kangwon.ac.kr/index.php?mt=page&mp=5_1,History,BID,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[1]/img",cpage,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a/text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[4]/text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[3]/text()",null,
engedu,/notice/engedu,영어교육과,http://engedu.kangwon.ac.kr/twb_bbs/bbs_list.php?groupid=1&bcd=01_06_04_00_00,Engedu,bn,"//*[@id=""user_board_list""]/table/tbody/tr/td[1]/span",pg,"//*[@id=""user_board_list""]/table/tbody/tr/td[2]/a","//*[@id=""user_board_list""]/table/tbody/tr/td[2]/a/text()","//*[@id=""user_board_list""]/table/tbody/tr/td[5]/text()","//*[@id=""user_board_list""]/table/tbody/tr/td[3]/text()",null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
ethicsedu,/notice/ethicsedu,윤리교육과,http://ethicsedu.kangwon.ac.kr/new/bbs/board.php?bo_table=sub04_02,Ethicsedu,wr_id,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[1]/img,page,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[3]/nobr/a,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[3]/nobr/a/span/text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[5]/text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[4]/span/text(),null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
ssedu,/notice/ssedu,일반사회교육과,http://ssedu.kangwon.ac.kr/new/bbs/board.php?bo_table=sub02_01,Ssedu,wr_id,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[1]/img,page,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a/span/text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[4]/text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[3]/span/text(),null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
geoedu,/notice/geoedu,지리교육과,http://geoedu.kangwon.ac.kr/department/notice.php?boardID=notice&b_id=&mode=,Geoedu,b_id,"//*[@id=""wrapper""]/div[5]/div/table/tbody/tr/td[3]/form/div/table/tbody/tr/td[1]/i",npage,"//*[@id=""wrapper""]/div[5]/div/table/tbody/tr/td[3]/form/div/table/tbody/tr/td[2]/a","//*[@id=""wrapper""]/div[5]/div/table/tbody/tr/td[3]/form/div/table/tbody/tr/td[2]/a/text()","//*[@id=""wrapper""]/div[5]/div/table/tbody/tr/td[3]/form/div/table/tbody/tr/td[3]/text()",null,null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
phyedu,/notice/phyedu,체육교육과,http://phyedu.kangwon.ac.kr/board/bbs/board.php?bo_table=board_1,Phyedu,wr_id,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]/strong",page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a/text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[4]/text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span/text()",null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
ccedu,/notice/ccedu,한문교육과,http://ccedu.kangwon.ac.kr/new/bbs/board.php?bo_table=gongji,Ccedu,wr_id,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[1]/img,page,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a/span/text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[4]/text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[3]/span/text(),null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
social,/notice/social,사회과학대학,http://social.kangwon.ac.kr/bbs/board.php?bo_table=sub06_1,Social,wr_id,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]/strong",page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a/text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[5]/text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span/text()",null,
anthro,/notice/anthro,문화인류학과,http://anthro.kangwon.ac.kr/bbs/zboard.php?id=bbs41,Anthro,no,/html/body/table[4]/tbody/tr/td[2]/table[4]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[1]/text(),page,/html/body/table[4]/tbody/tr/td[2]/table[4]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[2]/a,/html/body/table[4]/tbody/tr/td[2]/table[4]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[2]/a/text(),/html/body/table[4]/tbody/tr/td[2]/table[4]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[4]/span/text(),/html/body/table[4]/tbody/tr/td[2]/table[4]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[3]/nobr/b/span/text(),null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
re1978,/notice/re1978,부동산학과,http://re1978.kangwon.ac.kr/bbs/zboard.php?id=bbs41,Re1978,no,/html/body/table[1]/tbody/tr/td[2]/table/tbody/tr[2]/td/table/tbody/tr/td[2]/table/tbody/tr[2]/td/table[2]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[1]/text(),page,/html/body/table[1]/tbody/tr/td[2]/table/tbody/tr[2]/td/table/tbody/tr/td[2]/table/tbody/tr[2]/td/table[2]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[2]/a,/html/body/table[1]/tbody/tr/td[2]/table/tbody/tr[2]/td/table/tbody/tr/td[2]/table/tbody/tr[2]/td/table[2]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[2]/a/text(),/html/body/table[1]/tbody/tr/td[2]/table/tbody/tr[2]/td/table/tbody/tr/td[2]/table/tbody/tr[2]/td/table[2]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[4]/span/text(),/html/body/table[1]/tbody/tr/td[2]/table/tbody/tr[2]/td/table/tbody/tr/td[2]/table/tbody/tr[2]/td/table[2]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[3]/nobr/b/span/text(),null,
sociology,/notice/sociology,사회학과,http://sociology.kangwon.ac.kr/bbs/zboard.php?id=notice,Sociology,no,/html/body/table[7]/tbody/tr/td/table[1]/tbody/tr/td[2]/table[2]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[1]/text(),page,/html/body/table[7]/tbody/tr/td/table[1]/tbody/tr/td[2]/table[2]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[2]/a,/html/body/table[7]/tbody/tr/td/table[1]/tbody/tr/td[2]/table[2]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[2]/a/text(),/html/body/table[7]/tbody/tr/td/table[1]/tbody/tr/td[2]/table[2]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[4]/span/text(),/html/body/table[7]/tbody/tr/td/table[1]/tbody/tr/td[2]/table[2]/tbody/tr/td/div/table[3]/tbody/tr/td/table[1]/tbody/tr/td[3]/nobr/b/span/text(),null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
masscom,/notice/masscom,신문방송학과,http://masscom.kangwon.ac.kr/bbs/board.php?bo_table=sub3_1,Masscom,wr_id,"//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[1]/b",page,"//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a","//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a/span/text()","//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[4]/text()","//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[3]/span/text()",null,https://www.notion.so/link_xpath-1ae9832a8d0c4af7b85d7640efc2e275
politics,/notice/politics,정치외교학과,http://politics.kangwon.ac.kr/bbs/board.php?bo_table=sub9_3,Politics,wr_id,"//*[@id=""ctn""]/form/table/tbody/tr/td[1]/strong",page,"//*[@id=""ctn""]/form/table/tbody/tr/td[2]/a","//*[@id=""ctn""]/form/table/tbody/tr/td[2]/a/text()","//*[@id=""ctn""]/form/table/tbody/tr/td[4]/text()","//*[@id=""ctn""]/form/table/tbody/tr/td[3]/span/text()",null,
padm,/notice/padm,행정학과,http://padm.kangwon.ac.kr/bbs/board.php?bo_table=sub3_2,Padm,wr_id,"//*[@id=""fboardlist""]/div[1]/ul/li/div[1]/span",page,"//*[@id=""fboardlist""]/div[1]/ul/li/div[2]/a","//*[@id=""fboardlist""]/div[1]/ul/li/div[2]/a/text()","//*[@id=""fboardlist""]/div[1]/ul/li/div[4]/text()","//*[@id=""fboardlist""]/div[1]/ul/li/div[3]/span/text()",null,
psych,/notice/psych,심리학과,http://psych.kangwon.ac.kr/gnuboard4/bbs/board.php?bo_table=bbs41,Psych,wr_id,/html/body/table[2]/tbody/tr[3]/td/table/tbody/tr/td[2]/table[2]/tbody/tr/td/table/tbody/tr/td/form/table/tbody/tr/td[1]/b,page,/html/body/table[2]/tbody/tr[3]/td/table/tbody/tr/td[2]/table[2]/tbody/tr/td/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a,/html/body/table[2]/tbody/tr[3]/td/table/tbody/tr/td[2]/table[2]/tbody/tr/td/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a/span/text(),/html/body/table[2]/tbody/tr[3]/td/table/tbody/tr/td[2]/table[2]/tbody/tr/td/table/tbody/tr/td/form/table/tbody/tr/td[4]/text(),/html/body/table[2]/tbody/tr[3]/td/table/tbody/tr/td[2]/table[2]/tbody/tr/td/table/tbody/tr/td/form/table/tbody/tr/td[3]/span/text(),null,
forest,/notice/forest,산림환경과학대학,http://forest.kangwon.ac.kr/bbs/board.php?bo_table=sub06_1,Forest,wr_id,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]/strong",page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a/text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[4]/text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span/text()",null,
fm,/notice/fm,산림경영학과,http://fm.kangwon.ac.kr/bbs/board.php?bo_table=sub06_1,Fm,wr_id,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]",page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a/text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[5]/text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span/text()",null,https://www.notion.so/7139fb66616a4f0d88870f5e880743af
forestry,/notice/forestry,산림자원학과,http://forestry.kangwon.ac.kr/bbs/board.php?bo_table=sub06_1,Forestry,wr_id,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]/strong/i",page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a/text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[5]/text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span/text()",null,https://www.notion.so/1c392ab1886046d89e7308fbaa3db2b8
